TITLE = " STAPpp FEM " 
VARIABLES = "X_POST", "Y_POST", "Z_POST", "STRESS_I", "STRESS_II", "STRESS_III", "STRESS_VONMISES", "STRESS_XX", "STRESS_YY", "STRESS_ZZ", "STRESS_XY", "STRESS_YZ", "STRESS_ZX"
ZONE T= "Bridge", N = 56 ,E = 7 ,F = FEPOINT , ET = BRICK, C = RED
         4.996             0             0            40   3.97148e-13  -4.95821e-27            40   4.55497e-15   5.37373e-15            40  -1.21833e-14   3.77345e-15  -1.06343e-14
         4.996         4.996             0            40   -3.8743e-13  -1.55456e-27            40  -3.89563e-15  -5.79012e-15            40  -7.83709e-15   7.02359e-15   -3.0299e-15
  -1.16891e-17         4.996             0            40   1.82881e-13  -4.85145e-27            40   7.56638e-15  -2.99436e-15            40  -9.93126e-15  -5.19982e-15   3.93248e-16
             0             0             0            40  -1.67946e-12    1.2693e-26            40   -2.5955e-14  -1.60315e-14            40  -9.93846e-15   -2.2127e-15  -7.62649e-15
        2.9976        0.9992         1.004            40   1.35589e-12   1.09877e-26            40   1.50058e-14   1.88914e-14            40   2.96461e-15  -4.69504e-15   -5.7362e-15
        2.9976        2.9976         2.008            40  -1.24487e-12   8.81841e-27            40  -1.60878e-14  -1.50339e-14            40  -4.62628e-15   4.97438e-15    6.1821e-16
        0.9992        2.9976         1.004            40   1.35478e-12   1.07824e-26            40   1.46866e-14    1.9183e-14            40   3.48886e-15  -3.50977e-15   -5.0337e-15
        0.9992        0.9992         1.004            40  -2.68345e-12   3.90434e-26            40  -2.23681e-14  -4.47181e-14            40  -4.91659e-15   9.64363e-15  -1.56364e-15
        2.9976        2.9976         2.008            40  -1.13772e-12  -2.70687e-26            40   1.12844e-14  -3.97275e-14            40  -1.51134e-14   7.50772e-15  -2.21084e-14
         4.996         4.996             0            40  -7.93613e-13   7.15935e-28            40  -1.74597e-14  -2.38065e-15            40  -4.86487e-15   -1.3045e-14   4.08245e-15
  -1.16891e-17         4.996             0            40  -7.16626e-13  -1.01368e-27            40  -2.76972e-15  -1.51459e-14            40  -8.20317e-15  -5.57384e-15  -7.43597e-15
        0.9992        2.9976         1.004            40  -1.00942e-13  -2.84851e-27            40  -8.83026e-15    6.3067e-15            40  -3.93992e-15  -1.85997e-14  -5.89069e-15
        2.9976        2.9976         3.012            40   1.64477e-12  -2.38866e-26            40  -7.00024e-15   4.81195e-14            40   1.61343e-14  -4.94655e-14  -5.60915e-15
         4.996         4.996          5.02            40  -1.26241e-12   5.95231e-27            40  -9.59944e-15  -2.19608e-14            40   7.87428e-15   9.52363e-15  -8.48669e-15
  -1.57548e-17         4.996          5.02            40   9.46767e-13   1.07643e-27            40   3.59257e-15   2.00766e-14            40   6.72426e-15  -7.92405e-15  -7.59005e-15
        0.9992        2.9976         3.012            40   -8.6284e-13   -3.7849e-27            40   3.69291e-15  -2.52639e-14            40  -1.15115e-15   1.97896e-14   5.24972e-16
        2.9976        0.9992         1.004            40  -5.43871e-16  -2.97721e-28            40  -2.63692e-15   2.62333e-15            40  -7.24924e-16  -1.00561e-15   1.33946e-14
        2.9976        2.9976         2.008            40   3.84926e-13    -8.206e-27            40   1.79304e-14  -8.30724e-15            40   7.49653e-15  -3.17104e-14  -2.06095e-14
        0.9992        2.9976         1.004            40  -8.71084e-13   4.39646e-27            40  -1.04042e-14  -1.13729e-14            40   2.90075e-15   2.19999e-14  -8.25842e-15
        0.9992        0.9992         1.004            40  -3.98863e-13   8.58063e-28            40  -4.06484e-15  -5.90674e-15            40   -1.5995e-15   1.87784e-15   1.02765e-14
        2.9976        0.9992         3.012            40  -6.78788e-13   2.48039e-28            40  -4.25073e-15   -1.2719e-14            40  -6.91837e-15   9.30837e-15   -1.3835e-14
        2.9976        2.9976         3.012            40  -9.91136e-13  -9.09096e-27            40  -2.79096e-14   3.13118e-15            40  -1.18273e-14   1.61078e-14   8.93039e-15
        0.9992        2.9976         3.012            40  -1.06971e-12   4.92193e-27            40  -8.02122e-15  -1.87216e-14            40  -5.20783e-15  -1.83123e-14  -2.18137e-15
        0.9992        0.9992         3.012            40   1.71562e-12   1.60284e-26            40    2.8699e-14   1.41914e-14            40  -2.56297e-15  -1.82496e-14  -2.08018e-14
         4.996             0             0            40  -5.15012e-13  -1.59593e-26            40  -2.86092e-15  -1.00144e-14            40  -2.06793e-14   4.30085e-15  -5.62655e-15
        2.9976        0.9992         1.004            40   7.64744e-13  -1.20633e-26            40  -1.70529e-15   2.08239e-14            40  -1.63117e-14   5.34478e-14   8.89773e-15
        0.9992        0.9992         1.004            40  -9.44947e-13   1.25273e-27            40  -9.63271e-15   -1.3991e-14            40  -1.01712e-14   -3.9237e-14   4.58437e-15
             0             0             0            40  -7.14221e-13   1.43469e-28            40  -1.33199e-14  -4.53566e-15            40  -7.53841e-15  -7.48133e-16  -9.41725e-15
         4.996   6.09864e-18          5.02            40   2.45485e-12    2.6747e-26            40   2.62305e-14   3.51407e-14            40   1.59087e-14   1.61443e-14    3.2275e-14
        2.9976        0.9992         3.012            40  -1.85261e-12  -1.30659e-27            40  -7.24458e-16  -4.55909e-14            40   8.10515e-15  -1.02281e-13  -1.63399e-14
        0.9992        0.9992         3.012            40   1.43872e-12   8.77941e-27            40   1.14652e-14   2.45028e-14            40   7.83855e-15   1.05833e-13  -9.47248e-15
  -1.15874e-17  -9.82558e-18          5.02            40  -7.73626e-13   -5.7569e-27            40   5.31352e-15  -2.46542e-14            40   3.59473e-15  -1.93349e-15   1.19745e-14
         4.996             0             0            40    2.8592e-13  -4.37555e-27            40   1.02011e-14  -3.05306e-15            40  -8.84558e-15   5.76811e-15  -4.34541e-16
         4.996         4.996             0            40  -1.43638e-12   1.15131e-26            40  -1.26298e-14  -2.32798e-14            40  -2.48841e-15   8.44645e-15   -1.3141e-14
        2.9976        2.9976         2.008            40  -1.93599e-12   -4.8838e-27            40  -4.89515e-14   5.51751e-16            40  -9.75121e-15  -8.71845e-15  -3.18674e-16
        2.9976        0.9992         1.004            40     6.707e-13  -4.67163e-27            40   2.01375e-14  -3.37004e-15            40  -6.99474e-15  -2.67172e-15  -1.06307e-14
         4.996   6.09864e-18          5.02            40   1.10998e-12   7.45214e-27            40   1.37852e-14   1.39644e-14            40   2.48965e-15  -1.73718e-14  -8.92393e-15
         4.996         4.996          5.02            40  -5.90764e-13   9.02636e-28            40  -1.25048e-14  -2.26434e-15            40   2.39773e-15  -1.20942e-14   6.05102e-15
        2.9976        2.9976         3.012            40   1.68584e-12  -2.74349e-26            40   5.25543e-14  -1.04084e-14            40   1.17842e-14   2.11448e-15  -4.21148e-14
        2.9976        0.9992         3.012            40  -1.17486e-12   5.93257e-27            40  -2.28696e-14  -6.50194e-15            40   6.18377e-16   2.10067e-15   4.53652e-14
        2.9976        0.9992         3.012            40   2.41442e-12   3.44707e-26            40   3.40689e-14   2.62915e-14            40  -5.82708e-15   1.00435e-14  -3.54104e-15
        2.9976        2.9976         3.012            40  -1.91687e-12   1.99204e-26            40  -2.68402e-14  -2.10814e-14            40  -8.23524e-15   2.37306e-14   1.35171e-14
        0.9992        2.9976         3.012            40   4.60173e-13  -3.11189e-27            40  -4.27991e-15   1.57842e-14            40  -3.20035e-15   -1.1949e-14   5.03586e-15
        0.9992        0.9992         3.012            40  -1.74735e-12   1.82339e-26            40  -1.72732e-14  -2.64105e-14            40   5.89078e-16  -1.48472e-14  -1.72557e-14
         4.996   6.09864e-18          5.02            40  -7.82564e-14   -6.8539e-27            40   1.07192e-14  -1.26756e-14            40    5.9561e-15  -2.00254e-14   1.27277e-14
         4.996         4.996          5.02            40   6.37125e-13   1.93478e-27            40    7.7253e-15   8.20284e-15            40   3.87295e-15  -1.44626e-14  -4.94875e-15
  -1.57548e-17         4.996          5.02            40  -6.46941e-13  -1.39836e-27            40  -6.31332e-15   -9.8602e-15            40    9.8595e-15   9.27435e-15  -1.20021e-14
  -1.15874e-17  -9.82558e-18          5.02            40     1.606e-12   9.80426e-27            40   2.66182e-14   1.35319e-14            40   1.07279e-14    7.5777e-15   1.89014e-14
        0.9992        0.9992         1.004            40  -1.32134e-12   1.05821e-26            40  -1.73578e-14  -1.56757e-14            40  -2.74644e-15   5.39362e-15  -2.06723e-14
        0.9992        2.9976         1.004            40   1.69369e-13  -6.43564e-27            40   1.04994e-14  -6.26518e-15            40  -9.75246e-15   9.77872e-15   4.18782e-14
  -1.16891e-17         4.996             0            40  -7.49423e-13  -6.88478e-27            40  -5.08585e-15  -1.36497e-14            40  -1.55416e-14  -2.90174e-15   9.04975e-15
             0             0             0            40  -9.70346e-13   3.72722e-27            40  -6.30347e-15  -1.79552e-14            40  -4.47208e-15  -8.19679e-15  -1.39666e-14
        0.9992        0.9992         3.012            40   1.38891e-12   6.61166e-27            40   2.71238e-14   7.59901e-15            40   6.38925e-15  -1.38626e-14   6.28927e-14
